ResponseId,Q3.6,StartDate,EndDate,Status,Progress,DurationSec,Finished,RecordedDate,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,ConsentForm,DemoState,DemoZip,DemoGender,DemoAge,DemoRace,DemoEdu,DemoSalary,PersonalExpYN,EEAttributionNoExper,PersonalExpType,PersonalExpTypeOE,PersonalExpImpact,PersonalExpImpactOE,EEIntensity,EEFrequency,EEAttributionExper,CCHumanCaused,PsyDistClimateGroup,PsyDistNumber,PsyDistLocal,PsyDistFar,PsyDistDevelop,PsyDistImpact,PsyDistEffects,RVResponsibilityLocal1,RVResponsibilityGlobal1,RVInstrumentalLocal1,RVInstrumentalGlobal1,RVGroupIDLocal1,RVGroupIDGlobal1,RVKinshipLocal1,RVKinshipGlobal1,RVPersIDLocal1,RVPersIDGlobal1,RVCareLocal1,RVCareGlobal1,RVProgressLocal1,RVProgressGlobal1,RVResponsibilityGlobal2,RVResponsibilityLocal2,RVInstrumentalGlobal2,RVInstrumentalLocal2,RVGroupIDGlobal2,RVGroupIDLocal2,RVKinshipGlobal2,RVKinshipLocal2,RVPersIDGlobal2,RVPersIDLocal2,RVCareGlobal2,RVCareLocal2,RVProgressGlobal2,RVProgressLocal2,WTPPolicy,EcolEconGrowth,EcolEconRelationship,EcolEconGraphic,Q8.1_FirstClick,Q8.1_LastClick,Q8.1_PageSubmit,Q8.1_ClickCount,Q139_FirstClick,Q139_LastClick,Q139_PageSubmit,Q139_ClickCount,Q9.1_FirstClick,Q9.1_LastClick,Q9.1_PageSubmit,Q9.1_ClickCount,Q10.1_FirstClick,Q10.1_LastClick,Q10.1_PageSubmit,Q10.1_ClickCount,Q11.1_FirstClick,Q11.1_LastClick,Q11.1_PageSubmit,Q11.1_ClickCount,Q12.1_FirstClick,Q12.1_LastClick,Q12.1_PageSubmit,Q12.1_ClickCount,Q13.1_FirstClick,Q13.1_LastClick,Q13.1_PageSubmit,Q13.1_ClickCount,Q14.1_FirstClick,Q14.1_LastClick,Q14.1_PageSubmit,Q14.1_ClickCount,Q138_FirstClick,Q138_LastClick,Q138_PageSubmit,Q138_ClickCount,CCHumanActivity,CCHumanActDeforest,CCHumanActFossil,CCHumanActCigarette,CCHumanActCFC,CCHumanActToxic,CCHumanActNuclear,QuizSciAgree,QuizCarbonLevels,QuizEmissionYear,QuizActDeforest,QuizActFossil,QuizSciAgreeScore,QuizCarbonScore,QuizEmisYearScore,QuizCCHumanActScore,QuizScore,PriorityTerrorist,PriorityEconomy,PriorityHealthcare,PriorityEducation,PriorityEnvironment,PriorityImmigration,PriorityBudget,PriorityClimate,PriorityJob,PriorityMilitary,PriorityRace,PriorityCovid,DemoPresElection,DemoPolitical,Score,opp,RISN,rid,Q_TotalDuration,Q_BallotBoxStuffing,gc,term,wtpValue,Create.New.Field.or.Choose.From.Dropdown...,LS,Q60...Parent.Topics,Q60...Topics,EEAttributionAll,EEExposure,CCDenierOrNot,RVRespGlAll,RVRespLoAll,RVInstruGlAll,RVInstruLoAll,RVGrpIDGlAll,RVGrpIDLoAll,RVKinshipGlAll,RVKinshipLoAll,RVPersIDGlAll,RVPersIDLoAll,RVCareGlAll,RVCareLoAll,RVProgressGlAll,RVProgressLoAll,RVWhichGroup,DemoPol.3GRModSeparate,DemoPol.3Groups,PersonalExpType_wildfire,PersonalExpType_hurricane,PersonalExpType_flood,PersonalExpType_heat,PersonalExpType_drought,PersonalExpType_tornado,PersonalExpType_other,PersonalExpType_total,PersonalExpImpact_smoke,PersonalExpImpact_sheltering,PersonalExpImpact_nearmiss,PersonalExpImpact_evacuate,PersonalExpImpact_livingquarterdamage,PersonalExpImpact_livingquarterlost,PersonalExpImpact_incomelost,PersonalExpImpact_other,PersonalExpImpact_total,EEExposureAll,extremeExperienceYN,EEIntensityAll,wtp,c2,c3,t1a,t1b,t2a,t2b,t3a,t3b,t4,c1,t1,t2,t3,tA,tB,climateTopPriority,EEFrequency_std,EEIntensity_std,EEExposure_std,EEAttributionAll_std,EEAttributionXIntensity,EEAttributionXExposure,EEExposureAll_std,EEIntensityAll_std,DuplicatedZip
R_1puNNkxuVEYWBgI,NA,12/31/20 15:52,12/31/20 16:08,0,100,981,1,12/31/20 16:08,anonymous,EN,1,NA,0,0,NA,1,New Hampshire,3034,Woman,5,White,College (2 or 4 year),3,2,5,NA,NA,NA,NA,NA,NA,NA,1,1,5,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.242,175.05,176.755,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,2,NA,NA,NA,NA,73,4,1,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,4,4,4,4,NA,3,3,4,2,4,3,qual2599-0922Wildfire,9625650,5fee5649-ab10-55cf-b2c5-a5755fdd1e36,981,NA,1,NA,125,NA,491,NA,NA,5,NA,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,NA,NA,NA,-0.29084796,NA,NA,-0.850258229,-0.801451504,TRUE
R_2YmNFnvXhYXemV0,5,1/5/21 7:55,1/5/21 8:08,0,100,801,1,1/5/21 8:08,anonymous,EN,1,NA,0,0,NA,1,New Hampshire,3036,Man,4,White,College (2 or 4 year),8,1,NA,5,NA,2,NA,5,3,5,2,2,8,7,1,1,7,1,7,7,1,1,7,7,1,1,7,7,7,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,NA,0,0,82.056,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,3,1,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,3,4,2,2,3,4,3,3,NA,4,5,qual2599-0922Wildfire,9625650,5ff47dad-279d-68a6-9ebc-0c7d9362d8c9,801,NA,1,NA,45,NA,491,NA,NA,5,8,1,7,7,1,1,7,7,1,1,7,7,7,7,1,1,1,2,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,8,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470028933,0.143476295,0.312987751,-0.29084796,25,40,1.094464798,0.932466176,TRUE
R_1jZ1yikRcX9aZQd,NA,12/18/20 6:53,12/18/20 7:14,0,100,1218,1,12/18/20 7:14,anonymous,EN,1,NA,0,0,NA,1,New Hampshire,3038,Man,2,White,Graduate degree,4,2,9,NA,NA,NA,NA,NA,NA,NA,1,2,8,5,3,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,2,2,5,5,5,4,5,4,6,5,2,2,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.883,510.141,580.182,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,1,NA,2,NA,NA,80,4,2,NA,1,NA,2,2,1,5,4,3,4,3,4,3,2,4,3,3,4,4,1,5,3,qual2599-0922Wildfire,9492414,5fdcb488-3447-334a-3e74-9e8d1d8e21ce,1218,NA,1,NA,165,NA,1017,NA,NA,9,NA,0,6,6,2,2,5,5,5,4,5,4,6,5,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,NA,NA,NA,1.066479503,NA,NA,-0.850258229,-0.801451504,TRUE
R_1GTFgleo1y4cmXs,3,12/21/20 15:16,12/21/20 15:23,0,100,441,1,12/21/20 15:23,anonymous,EN,1,NA,0,0,NA,1,New Hampshire,3038,Woman,2,White,College (2 or 4 year),2,1,NA,4 5,NA,NA,NA,4,0,3,2,1,5,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2.919,130.911,199.107,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,1,2,NA,NA,NA,40,3,1,NA,1,NA,NA,NA,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,4,5,qual2599-0922Wildfire,9510206,5fe11ed2-ff8e-fd27-2521-f0ddb8d4d44b,441,NA,1,NA,125,NA,310,NA,NA,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,-1.928621241,-0.271298156,-1.02702909,-0.969511691,12,12,0.122103284,0.58568264,TRUE
R_2s4rLNgqKq82RqW,6,12/23/20 4:57,12/23/20 5:20,0,100,1416,1,12/23/20 5:20,anonymous,EN,0.9,NA,0,0,NA,1,New Hampshire,3038,Woman,2,White,High school,4,1,NA,5 7,Wind and ice storms,2 5 6,NA,6,3,6,3,1,5,4,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,3,3,6,6,4,4,5,5,6,6,4,4,1,2,NA,3,0,0,90.923,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,2,NA,NA,NA,NA,97,4,2,1,1,2,2,2,2,8,4,4,4,4,4,3,3,3,4,3,4,3,2,4,4,qual2599-0922Wildfire,9559915,5fe33087-4119-1257-a77c-f1204fe90324,1416,NA,1,NA,145,NA,214,NA,NA,6,9,1,5,6,3,3,6,6,4,4,5,5,6,6,4,4,2,2,2,0,0,0,0,1,0,1,2,0,1,0,0,1,1,0,0,3,9,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470028933,0.558250746,0.647991961,0.048483906,36,54,1.337555176,1.279249712,TRUE
R_Rq2lLFy92N28O7T,NA,12/23/20 15:23,12/23/20 15:44,0,100,1263,1,12/23/20 15:44,anonymous,EN,0.9,NA,0,0,NA,1,New Hampshire,3038,Man,5,White,Graduate degree,6,2,5,NA,NA,NA,NA,NA,NA,NA,1,1,6,5,4,7,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,1,1,7,7,7,7,7,7,7,7,6,6,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,172.233,0,NA,NA,NA,NA,NA,NA,NA,NA,12,1,2,NA,NA,NA,NA,97,4,2,1,1,2,2,2,2,8,3,3,3,4,3,3,4,3,3,2,3,4,4,3,10,qual2599-0922Wildfire,9492414,5fe3c348-7c01-d205-9515-201cf5c14a2f,1263,NA,1,NA,45,NA,1017,NA,NA,5,NA,0,7,7,1,1,7,7,7,7,7,7,7,7,6,6,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,-0.29084796,NA,NA,-0.850258229,-0.801451504,TRUE
R_BRHhm4zwIMAuwHT,NA,12/24/20 9:49,12/24/20 9:58,0,100,524,1,12/24/20 9:58,anonymous,EN,0.9,NA,0,0,NA,1,New Hampshire,3038,Woman,2,White,High school,5,2,7,NA,NA,NA,NA,NA,NA,NA,1,2,7,5,4,4,4,1,7,6,4,4,4,4,4,4,4,4,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,2,NA,1,NA,NA,100,4,2,NA,1,2,2,2,1,7,4,3,3,3,4,4,3,4,3,3,1,4,2,4,3,qual2599-0922Wildfire,9510206,5fe4c66a-5423-f8ae-2b2f-d4d8672b6d77,524,NA,1,NA,245,NA,310,NA,NA,7,NA,0,6,7,4,4,4,4,4,4,4,4,5,5,4,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,0.387815771,NA,NA,-0.850258229,-0.801451504,TRUE
R_3p0fEQv0jVdozt1,NA,12/26/20 18:41,12/26/20 18:56,0,100,956,1,12/26/20 18:56,anonymous,EN,0.9,NA,0,0,NA,1,New Hampshire,3038,Woman,5,White,Graduate degree,6,2,7,NA,NA,NA,NA,NA,NA,NA,2,3,9,6,2,6,6,1,7,7,1,1,7,7,6,6,7,7,7,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.054,115.705,165.377,7,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,1,NA,2,NA,NA,74,4,2,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,4,3,3,4,4,3,4,4,3,4,5,qual2599-0922Wildfire,9570376,5fe7e658-ccd0-73c6-0dec-f6c28bfcf6cb,956,NA,1,NA,185,NA,714,NA,NA,7,NA,1,7,7,1,1,7,7,6,6,7,7,7,7,6,6,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,NA,NA,NA,0.387815771,NA,NA,-0.850258229,-0.801451504,TRUE
R_2yshFijO5o9wboB,1,1/1/21 2:39,1/1/21 2:50,0,100,683,1,1/1/21 2:50,anonymous,EN,1,NA,0,5,NA,1,New Hampshire,3038,Woman,4,White,College (2 or 4 year),6,1,NA,2 4 6,NA,2 3 5,NA,7,2,1,3,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,186.845,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,1,NA,NA,NA,2,80,3,2,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,3,3,4,2,4,4,3,3,2,4,6,qual2599-0922Wildfire,9625650,5feeedf3-b805-e7ab-f7af-aec5efd72926,683,NA,1,NA,105,NA,491,NA,NA,1,9,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,0,1,0,1,0,1,0,3,0,1,1,0,1,0,0,0,3,9,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-0.329521125,0.973025196,0.647991961,-1.648175423,7,9,1.337555176,1.626033248,TRUE
R_1dzvEhIGV748qWt,NA,1/1/21 12:37,1/1/21 12:57,0,100,1209,1,1/1/21 12:57,anonymous,EN,0.9,NA,0,0,NA,1,New Hampshire,3038,Man,5,White,High school,4,2,8,NA,NA,NA,NA,NA,NA,NA,1,2,7,5,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,1,1,5,5,5,5,5,5,6,5,1,1,1,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.491,199.323,203.936,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,2,NA,1,83,3,1,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,3,4,3,3,4,3,4,4,2,2,5,qual2599-0922Wildfire,9625650,5fef79eb-1b93-ce07-ff94-ee9b5e832d48,1209,NA,1,NA,105,NA,491,NA,NA,8,NA,0,5,6,1,1,5,5,5,5,5,5,6,5,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,0.727147637,NA,NA,-0.850258229,-0.801451504,TRUE
R_1jTdPXRD9dmp0UZ,NA,1/1/21 20:18,1/1/21 20:30,0,100,712,1,1/1/21 20:30,anonymous,EN,1,NA,0,0,NA,1,New Hampshire,3038,Woman,3,White,College (2 or 4 year),6,2,5,NA,NA,NA,NA,NA,NA,NA,1,3,10,6,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,1,1,5,5,6,5,5,5,7,7,5,5,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,1,NA,NA,NA,NA,100,3,1,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,3,2,3,3,4,4,4,4,1,4,4,qual2599-0922Wildfire,9625650,5fefe5d0-b430-bcc2-d202-db751760e0a2,712,NA,1,NA,45,NA,491,NA,NA,5,NA,0,7,7,1,1,5,5,6,5,5,5,7,7,5,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,-0.29084796,NA,NA,-0.850258229,-0.801451504,TRUE
R_1i9wuzF8BcxcD7q,NA,1/2/21 14:11,1/2/21 14:34,0,100,1368,1,1/2/21 14:34,anonymous,EN,1,NA,0,0,NA,1,New Hampshire,3038,Woman,2,White,College (2 or 4 year),3,2,8,NA,NA,NA,NA,NA,NA,NA,1,3,10,6,7,5,4,2,7,7,1,1,6,7,6,6,6,6,7,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.413,168.43,169.782,2,21,2,1,NA,NA,NA,NA,90,4,2,NA,NA,NA,NA,NA,NA,NA,2,2,4,4,4,4,1,4,3,1,4,4,3,7,4,qual2599-0922Wildfire,9625650,5ff0e150-3340-8062-fc91-a2939b2d0cfa,1368,NA,1,NA,85,NA,491,NA,NA,8,NA,0,7,7,1,1,7,6,6,6,6,6,7,7,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,NA,NA,NA,0.727147637,NA,NA,-0.850258229,-0.801451504,TRUE
R_2VNIJNVAA7owPf4,6,1/2/21 17:54,1/2/21 18:11,0,100,1020,1,1/2/21 18:11,anonymous,EN,1,NA,0,0,NA,1,New Hampshire,3038,Woman,4,White,College (2 or 4 year),3,1,NA,2 4 6,NA,2,NA,3,3,6,1,3,9,6,1,1,7,1,7,7,1,1,2,2,1,1,2,1,7,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,436.379,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,2,NA,NA,NA,NA,97,4,2,NA,NA,NA,NA,NA,NA,NA,2,3,4,4,4,3,2,4,3,1,4,4,3,7,5,qual2599-0922Wildfire,9625650,5ff115e9-02cc-c68d-b3d3-9c10f85caa31,1020,NA,1,NA,265,NA,491,NA,NA,6,6,0,7,7,1,1,2,2,1,1,1,2,7,7,1,1,1,3,3,0,1,0,1,0,1,0,3,0,1,0,0,0,0,0,0,1,6,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0.470028933,-0.686072606,-0.357020669,0.048483906,18,36,0.608284041,0.238899104,TRUE
R_27vzl4jkYSXqLvU,NA,1/4/21 9:07,1/4/21 9:35,0,100,1711,1,1/4/21 9:35,anonymous,EN,0.9,NA,0,0,NA,1,New Hampshire,3038,Non-binary,3,White,High school,3,2,9,NA,NA,NA,NA,NA,NA,NA,1,3,10,6,2,4,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,1,1,7,6,7,7,7,7,7,7,7,7,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.391,168.201,169.423,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,1,NA,NA,NA,NA,80,4,2,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,4,3,3,4,4,4,4,4,1,4,3,qual2599-0922Wildfire,9625650,5ff33d17-b6c9-ac44-385b-4fc7e424a356,1711,NA,1,NA,105,NA,491,NA,NA,9,NA,0,7,7,1,1,7,6,7,7,7,7,7,7,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,NA,NA,NA,1.066479503,NA,NA,-0.850258229,-0.801451504,TRUE
R_rdL4L83iFqT7yff,8,1/17/21 22:42,1/17/21 22:50,0,100,509,1,1/17/21 22:50,anonymous,EN,1,NA,0,5,NA,1,New Hampshire,3038,Man,1,White,College (2 or 4 year),1,1,NA,1 2 5 7,NA,1 2 6 7 9,NA,7,2,8,2,3,9,6,6,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,6,5,6,5,6,6,5,6,6,NA,6,6,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.967,9.334,174.227,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,2,2,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,4,3,3,2,2,3,2,4,3,5,5,qual2599-0922Wildfire,9740742,60051fc0-e19b-1ebf-cc81-55f69fabced8,509,NA,1,NA,65,NA,320,NA,NA,8,9,1,5,7,6,5,6,5,6,6,5,6,6,0,6,6,2,3,2,1,1,0,0,1,0,1,4,1,1,0,0,0,1,1,1,5,9,1,7,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-0.329521125,0.973025196,0.647991961,0.727147637,56,72,1.337555176,1.626033248,TRUE
R_2ZHnw8gS7thJWzp,9,12/23/20 15:04,12/23/20 15:23,0,100,1105,1,12/23/20 15:23,anonymous,EN,1,NA,0,0,NA,1,New Hampshire,3045,Woman,5,White,College (2 or 4 year),6,1,NA,2 4 5,NA,3,NA,3,2,9,1,2,8,6,1,5,6,1,6,6,2,2,5,6,6,4,6,4,6,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,159.856,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,1,NA,NA,NA,NA,97,4,2,1,1,2,2,2,2,8,3,4,3,4,4,3,2,4,4,4,4,4,3,4,4,qual2599-0922Wildfire,9492414,5fe3bec7-ab4f-0191-be70-c600f8bc9fc7,1105,NA,1,NA,45,NA,1017,NA,NA,9,5,0,6,6,2,2,6,5,4,6,4,6,6,6,4,6,1,2,2,0,1,0,1,1,0,0,3,0,0,1,0,0,0,0,0,1,5,1,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,-0.329521125,-0.686072606,-0.692024879,1.066479503,27,45,0.365193663,0.238899104,TRUE
R_2vlf1Q61UUXtA5c,NA,12/27/20 17:38,12/27/20 17:54,0,100,963,1,12/27/20 17:54,anonymous,EN,1,NA,0,0,NA,1,New Hampshire,3045,Woman,4,White,College (2 or 4 year),6,2,8,NA,NA,NA,NA,NA,NA,NA,1,3,10,5,3,4,5,1,7,7,1,1,7,7,7,7,7,7,7,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.713,131.713,143.04,1,NA,NA,NA,NA,21,2,1,NA,NA,NA,NA,97,4,2,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,4,3,3,4,3,2,3,4,3,5,4,qual2599-0922Wildfire,9570376,5fe928ca-aa1c-7cd8-342b-56972404aa80,963,NA,1,NA,245,NA,714,NA,NA,8,NA,0,7,7,1,1,7,7,7,7,7,7,7,7,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,NA,NA,NA,0.727147637,NA,NA,-0.850258229,-0.801451504,TRUE
R_1gw1Yqkj6vIDPsV,NA,1/1/21 15:06,1/1/21 15:21,0,100,948,1,1/1/21 15:22,anonymous,EN,0.9,NA,0,0,NA,1,New Hampshire,3048,Woman,6,White,High school,3,2,9,NA,NA,NA,NA,NA,NA,NA,1,3,9,4,4,4,5,1,7,7,1,1,7,7,6,5,7,6,7,6,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,9.394,9.394,149.804,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,2,NA,NA,NA,NA,97,4,2,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,3,3,3,3,4,3,4,4,3,6,4,qual2599-0922Wildfire,9625650,5fef9ce5-3f15-fa9f-7397-6c0f8458b18a,948,NA,1,NA,85,NA,491,NA,NA,9,NA,0,7,7,1,1,7,7,5,6,6,7,6,7,6,7,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1.066479503,NA,NA,-0.850258229,-0.801451504,TRUE
