"","zip","state","DurationSec","DemoState","DemoZip","PersonalExpYN","EEAttributionNoExper","PersonalExpType","PersonalExpTypeOE","PersonalExpImpact","PersonalExpImpactOE","EEIntensity","EEFrequency","EEAttributionExper","CCHumanCaused","PsyDistClimateGroup","PsyDistNumber","PsyDistLocal","PsyDistFar","PsyDistDevelop","PsyDistImpact","PsyDistEffects","WTPPolicy","EcolEconGrowth","EcolEconRelationship","EcolEconGraphic","CCHumanActivity","CCHumanActDeforest","CCHumanActFossil","CCHumanActCigarette","CCHumanActCFC","CCHumanActToxic","CCHumanActNuclear","PriorityTerrorist","PriorityEconomy","PriorityHealthcare","PriorityEducation","PriorityEnvironment","PriorityImmigration","PriorityBudget","PriorityClimate","PriorityJob","PriorityMilitary","PriorityRace","PriorityCovid","DemoPresElection","DemoPolitical","gc","wtpValue","LS","EEAttributionAll","EEExposure","CCDenierOrNot","DemoPol.3GRModSeparate","DemoPol.3Groups","PersonalExpType_wildfire","PersonalExpType_hurricane","PersonalExpType_flood","PersonalExpType_heat","PersonalExpType_drought","PersonalExpType_tornado","PersonalExpType_other","PersonalExpType_total","PersonalExpImpact_smoke","PersonalExpImpact_sheltering","PersonalExpImpact_nearmiss","PersonalExpImpact_evacuate","PersonalExpImpact_livingquarterdamage","PersonalExpImpact_livingquarterlost","PersonalExpImpact_incomelost","PersonalExpImpact_other","PersonalExpImpact_total","EEExposureAll","extremeExperienceYN","EEIntensityAll","wtp","c2","c3","t1a","t1b","t2a","t2b","t3a","t3b","t4","c1","t1","t2","t3","tA","tB","climateTopPriority","EEFrequency_std","EEIntensity_std","EEExposure_std","EEAttributionAll_std","EEAttributionXIntensity","EEAttributionXExposure","EEExposureAll_std","EEIntensityAll_std","DuplicatedZip","biden","trump","nonvoter","thirdparty","bipoc","age","male","collegeGrad","income","ccHumanCaused","ccNatureCaused","ccNotHappening"
"4991","04294","Maine",2232,"Maine",4294,2,7,NA,NA,NA,NA,NA,NA,NA,1,2,8,7,2,1,7,1,2,2,NA,2,25,NA,1,NA,NA,2,NA,3,3,4,4,4,2,3,4,3,2,4,4,3,4,1,205,491,7,NA,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,0.387815771,NA,NA,-0.850258229,-0.801451504,TRUE,1,0,0,0,0,29.5,0,1,37.5,1,0,0
"4992","03285","New Hampshire",447,"New Hampshire",3285,2,10,NA,NA,NA,NA,NA,NA,NA,1,3,10,4,4,4,4,4,1,2,1,NA,42,NA,2,NA,1,NA,NA,4,4,4,3,4,3,4,4,4,4,3,4,2,2,1,105,491,10,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,1.405811368,NA,NA,-0.850258229,-0.801451504,TRUE,0,1,0,0,0,70,0,1,87.5,1,0,0
"4993","04103","Maine",460,"Maine",4103,1,NA,"2",NA,"2",NA,6,1,6,1,1,6,6,5,4,3,4,2,2,NA,3,65,NA,NA,NA,NA,2,1,2,1,2,3,3,1,2,2,1,1,3,3,4,4,1,105,491,6,7,0,2,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,7,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.129071183,0.558250746,-0.022016459,0.048483906,36,42,0.851374419,1.279249712,TRUE,0,0,0,1,0,21,1,0,17.5,1,0,0
"4994","04676","Maine",1247,"Maine",4676,1,NA,"2 3 6",NA,"1 2 3 4 5 6 7",NA,8,2,1,1,2,8,4,4,6,6,2,2,1,NA,2,14,1,NA,NA,2,NA,NA,4,3,4,4,4,3,4,4,4,3,4,3,3,2,1,205,491,1,10,0,1,1,0,1,1,0,0,1,0,3,1,1,1,0,1,1,1,0,6,10,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.329521125,1.387799647,0.982996172,-1.648175423,8,10,1.580645554,1.972816784,FALSE,1,0,0,0,0,29.5,1,0,17.5,1,0,0
"4995","71105","Louisiana",1386,"Louisiana",71105,2,1,NA,NA,NA,NA,NA,NA,NA,3,1,0,1,5,1,1,7,1,5,NA,1,12,1,2,NA,NA,NA,NA,4,3,2,3,3,3,3,2,3,4,2,3,2,1,1,145,563,1,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,-1.648175423,NA,NA,-0.850258229,-0.801451504,TRUE,0,1,0,0,0,70,1,1,62.5,0,0,1
"4996","03064","New Hampshire",1105,"New Hampshire",3064,2,7,NA,NA,NA,NA,NA,NA,NA,1,2,7,5,5,5,4,3,1,1,NA,1,21,2,1,NA,NA,NA,NA,4,4,4,4,4,3,4,4,4,3,4,4,1,4,1,65,491,7,NA,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,NA,NA,NA,0.387815771,NA,NA,-0.850258229,-0.801451504,TRUE,0,0,1,0,0,49.5,1,0,17.5,1,0,0
"4997","04005","Maine",2663,"Maine",4005,1,NA,"2 4 5",NA,"2 7",NA,1,0,9,1,3,10,7,2,4,6,4,1,1,1,NA,21,2,1,NA,NA,NA,NA,4,2,3,3,4,3,3,3,3,3,3,4,1,4,1,45,491,9,1,0,2,2,0,1,0,1,1,0,0,3,0,1,0,0,0,0,1,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.928621241,-1.515621508,-2.03204172,1.066479503,9,9,-0.60716785,-0.454667968,TRUE,0,0,1,0,0,39.5,0,1,17.5,1,0,0
"4998","04901","Maine",436,"Maine",4901,2,1,NA,NA,NA,NA,NA,NA,NA,1,3,10,7,7,7,7,6,1,1,NA,2,46,NA,NA,NA,1,NA,2,3,4,3,4,2,2,3,3,4,1,4,4,4,4,1,5,491,1,NA,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,-1.648175423,NA,NA,-0.850258229,-0.801451504,TRUE,0,0,0,1,1,21,1,0,37.5,1,0,0
"4999","03303","New Hampshire",937,"New Hampshire",3303,1,NA,"4 5",NA,"9",NA,4,3,6,2,1,3,5,4,3,5,1,2,5,2,NA,21,2,1,NA,NA,NA,NA,4,4,3,4,3,4,4,3,3,3,1,4,2,4,1,45,714,6,7,1,2,2,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,1,7,1,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.470028933,-0.271298156,-0.022016459,0.048483906,24,42,0.851374419,0.58568264,TRUE,0,1,0,0,0,59.5,0,0,37.5,0,1,0
"5000","03835","New Hampshire",581,"New Hampshire",3835,2,3,NA,NA,NA,NA,NA,NA,NA,1,2,8,6,2,2,6,1,1,2,NA,2,12,1,2,NA,NA,NA,NA,2,2,3,4,4,2,2,4,3,2,2,2,1,2,1,125,714,3,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,NA,NA,NA,-0.969511691,NA,NA,-0.850258229,-0.801451504,TRUE,0,0,1,0,0,29.5,1,1,10,1,0,0
"5001","97527","Oregon",1043,"Oregon",97527,1,NA,"1",NA,"1",NA,5,3,5,2,1,6,5,5,2,5,6,2,4,1,NA,45,NA,NA,NA,1,2,NA,3,4,3,4,3,4,4,2,4,4,3,3,2,2,1,145,714,5,8,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,8,1,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.470028933,0.143476295,0.312987751,-0.29084796,25,40,1.094464798,0.932466176,TRUE,0,1,0,0,0,49.5,1,0,37.5,0,1,0
"5002","97124","Oregon",1554,"Oregon",97124,2,5,NA,NA,NA,NA,NA,NA,NA,1,2,8,6,2,4,6,1,2,1,1,NA,65,NA,NA,NA,NA,2,1,3,4,4,4,4,3,3,4,4,3,4,4,1,2,1,25,536,5,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,NA,NA,NA,-0.29084796,NA,NA,-0.850258229,-0.801451504,TRUE,0,0,1,0,0,59.5,0,0,10,1,0,0
"5003","04038","Maine",1036,"Maine",4038,2,8,NA,NA,NA,NA,NA,NA,NA,1,2,7,5,6,4,5,4,1,4,NA,1,42,NA,2,NA,1,NA,NA,3,2,3,4,3,2,3,4,3,3,3,4,2,4,1,65,640,8,NA,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0.727147637,NA,NA,-0.850258229,-0.801451504,TRUE,0,1,0,0,0,39.5,1,1,125,1,0,0
"5004","97220","Oregon",1036,"Oregon",97220,2,8,NA,NA,NA,NA,NA,NA,NA,1,3,10,7,1,4,7,1,1,1,3,NA,21,2,1,NA,NA,NA,NA,3,3,4,4,4,2,3,4,4,4,3,4,1,4,1,85,640,8,NA,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,NA,NA,NA,0.727147637,NA,NA,-0.850258229,-0.801451504,TRUE,0,0,1,0,0,39.5,1,0,10,1,0,0
"5005","04092","Maine",1260,"Maine",4092,2,5,NA,NA,NA,NA,NA,NA,NA,2,1,5,4,3,3,3,5,2,2,2,NA,21,2,1,NA,NA,NA,NA,4,4,4,4,4,4,4,3,4,4,3,4,1,4,1,205,491,5,NA,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,-0.29084796,NA,NA,-0.850258229,-0.801451504,TRUE,0,0,1,0,0,39.5,0,1,37.5,0,1,0
"5006","97008","Oregon",859,"Oregon",97008,2,9,NA,NA,NA,NA,NA,NA,NA,1,3,9,6,2,3,7,2,1,1,NA,1,54,NA,NA,NA,2,1,NA,4,3,4,4,4,3,3,4,4,4,4,4,3,6,1,105,714,9,NA,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,1.066479503,NA,NA,-0.850258229,-0.801451504,TRUE,1,0,0,0,0,70,0,1,125,1,0,0
"5007","97006","Oregon",443,"Oregon",97006,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,6,5,4,6,6,1,2,3,NA,2,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,4,4,3,4,4,3,2,4,1,3,1,85,640,1,NA,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,-1.648175423,NA,NA,-0.850258229,-0.801451504,TRUE,0,0,1,0,1,21,0,0,17.5,1,0,0
"5008","04280","Maine",1252,"Maine",4280,2,8,NA,NA,NA,NA,NA,NA,NA,1,2,8,5,1,4,5,1,1,1,3,NA,12,1,2,NA,NA,NA,NA,3,4,4,4,4,2,2,4,4,1,4,4,3,6,1,265,714,8,NA,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,NA,NA,NA,0.727147637,NA,NA,-0.850258229,-0.801451504,TRUE,1,0,0,0,0,29.5,0,0,87.5,1,0,0
"5009","03753","New Hampshire",1101,"New Hampshire",3753,2,10,NA,NA,NA,NA,NA,NA,NA,1,3,10,7,2,2,7,1,1,1,NA,1,12,1,2,NA,NA,NA,NA,3,4,4,4,4,4,3,4,4,3,4,3,3,6,1,85,491,10,NA,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,1.405811368,NA,NA,-0.850258229,-0.801451504,TRUE,1,0,0,0,0,70,1,1,87.5,1,0,0
"5010","03882","New Hampshire",2694,"New Hampshire",3882,2,7,NA,NA,NA,NA,NA,NA,NA,1,2,8,5,6,7,4,3,1,6,NA,2,21,2,1,NA,NA,NA,NA,3,4,4,4,3,3,4,3,4,3,3,4,2,4,1,165,714,7,NA,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,NA,NA,NA,0.387815771,NA,NA,-0.850258229,-0.801451504,FALSE,0,1,0,0,0,29.5,0,0,37.5,1,0,0
"5011","97361","Oregon",1346,"Oregon",97361,2,1,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,4,4,1,6,2,4,NA,2,65,NA,NA,NA,NA,2,1,3,4,4,3,2,3,3,2,4,3,3,4,1,6,1,65,714,1,NA,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,-1.648175423,NA,NA,-0.850258229,-0.801451504,TRUE,0,0,1,0,0,70,0,0,37.5,0,1,0
"5012","03104","New Hampshire",791,"New Hampshire",3104,2,10,NA,NA,NA,NA,NA,NA,NA,1,3,10,5,5,5,5,4,1,2,NA,3,56,NA,NA,NA,NA,1,2,1,3,2,1,1,3,1,4,1,3,1,1,1,2,1,165,491,10,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,NA,NA,NA,1.405811368,NA,NA,-0.850258229,-0.801451504,TRUE,0,0,1,0,0,39.5,1,0,62.5,1,0,0
"5013","97034","Oregon",552,"Oregon",97034,2,5,NA,NA,NA,NA,NA,NA,NA,1,3,10,7,7,7,7,1,2,1,1,NA,62,NA,2,NA,NA,NA,1,3,3,3,3,4,3,3,4,3,3,2,4,2,4,1,265,1017,5,NA,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,NA,NA,NA,-0.29084796,NA,NA,-0.850258229,-0.801451504,FALSE,0,1,0,0,1,39.5,0,1,87.5,1,0,0
"5014","97106","Oregon",903,"Oregon",97106,2,7,NA,NA,NA,NA,NA,NA,NA,1,2,7,5,5,2,5,2,1,3,NA,1,24,NA,1,NA,2,NA,NA,4,4,4,4,4,3,4,4,3,3,4,4,3,4,1,65,640,7,NA,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0.387815771,NA,NA,-0.850258229,-0.801451504,TRUE,1,0,0,0,1,49.5,1,0,175,1,0,0
"5015","97885","Oregon",715,"Oregon",97885,1,NA,"1",NA,"1",NA,3,2,8,1,3,10,7,2,5,7,2,1,1,1,NA,21,2,1,NA,NA,NA,NA,3,3,4,4,4,3,3,4,4,1,4,4,3,7,1,125,536,8,5,0,3,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,5,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,-0.329521125,-0.686072606,-0.692024879,0.727147637,24,40,0.365193663,0.238899104,FALSE,1,0,0,0,1,21,0,1,37.5,1,0,0
"5016","03275","New Hampshire",661,"New Hampshire",3275,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,2,2,4,3,1,7,2,4,2,NA,45,NA,NA,NA,1,2,NA,4,4,4,4,3,2,4,3,3,2,4,3,2,3,1,65,491,3,NA,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,-0.969511691,NA,NA,-0.850258229,-0.801451504,TRUE,0,1,0,0,0,39.5,1,0,62.5,0,0,1
"5017","71104","Louisiana",812,"Louisiana",71104,1,NA,"2",NA,"2 4 5 7",NA,5,2,5,1,1,6,5,3,2,6,2,1,1,NA,3,21,2,1,NA,NA,NA,NA,4,3,3,3,3,3,3,4,3,3,2,3,2,2,1,45,714,5,7,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,3,7,1,5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,-0.329521125,0.143476295,-0.022016459,-0.29084796,25,35,0.851374419,0.932466176,TRUE,0,1,0,0,0,59.5,1,1,62.5,1,0,0
"5018","03857","New Hampshire",2992,"New Hampshire",3857,2,9,NA,NA,NA,NA,NA,NA,NA,1,2,7,3,5,2,5,2,1,2,1,NA,52,NA,2,NA,NA,1,NA,4,3,4,3,3,3,3,3,3,4,4,4,2,4,1,265,491,9,NA,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,1.066479503,NA,NA,-0.850258229,-0.801451504,TRUE,0,1,0,0,0,70,0,0,87.5,1,0,0
"5019","97068","Oregon",677,"Oregon",97068,1,NA,"1",NA,"1",NA,4,1,4,1,3,9,5,6,6,4,3,1,1,NA,3,52,NA,2,NA,NA,1,NA,3,4,3,4,4,1,4,4,3,3,4,3,2,4,1,105,640,4,5,0,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,5,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,-1.129071183,-0.271298156,-0.692024879,-0.630179826,16,20,0.365193663,0.58568264,TRUE,0,1,0,0,0,49.5,1,1,87.5,1,0,0
"5020","97024","Oregon",3522,"Oregon",97024,1,NA,"1",NA,"1",NA,5,2,1,1,2,7,5,4,4,4,1,1,1,1,NA,21,2,1,NA,NA,NA,NA,3,3,4,4,4,3,3,4,4,3,3,3,1,4,1,165,714,1,7,0,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,7,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.329521125,0.143476295,-0.022016459,-1.648175423,5,7,0.851374419,0.932466176,TRUE,0,0,1,0,0,59.5,0,0,17.5,1,0,0
"5021","97070","Oregon",700,"Oregon",97070,1,NA,"1",NA,"1",NA,5,1,3,3,1,5,2,4,4,4,6,2,4,1,NA,12,1,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,145,640,3,6,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,6,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.129071183,0.143476295,-0.357020669,-0.969511691,15,18,0.608284041,0.932466176,TRUE,0,1,0,0,1,70,0,0,17.5,0,0,1
"5022","97402","Oregon",1234,"Oregon",97402,1,NA,"1 5",NA,"1 7",NA,3,3,7,1,3,10,1,2,2,6,1,1,1,NA,1,21,2,1,NA,NA,NA,NA,2,3,4,4,4,2,3,4,4,1,4,4,3,7,1,185,714,7,6,0,3,3,1,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,2,6,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0.470028933,-0.686072606,-0.357020669,0.387815771,21,42,0.608284041,0.238899104,TRUE,1,0,0,0,0,39.5,1,0,87.5,1,0,0
"5023","03908","Maine",888,"Maine",3908,2,8,NA,NA,NA,NA,NA,NA,NA,1,2,8,4,5,4,5,1,1,3,1,NA,46,NA,NA,NA,1,NA,2,3,3,3,4,4,2,3,3,3,2,3,3,1,4,1,85,491,8,NA,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,0.727147637,NA,NA,-0.850258229,-0.801451504,TRUE,0,0,1,0,1,21,0,1,62.5,1,0,0
"5024","97006","Oregon",560,"Oregon",97006,2,7,NA,NA,NA,NA,NA,NA,NA,1,3,9,6,6,6,6,2,1,2,1,NA,21,2,1,NA,NA,NA,NA,4,3,4,4,4,4,3,4,4,1,4,4,3,6,1,265,640,7,NA,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,NA,NA,NA,0.387815771,NA,NA,-0.850258229,-0.801451504,TRUE,1,0,0,0,0,29.5,0,0,10,1,0,0
"5025","97005","Oregon",2553,"Oregon",97005,1,NA,"1",NA,"1",NA,1,1,10,1,1,3,6,1,1,5,1,1,1,NA,2,21,2,1,NA,NA,NA,NA,3,3,4,4,4,1,3,4,4,2,3,4,3,6,1,85,640,10,2,0,3,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,-1.129071183,-1.515621508,-1.69703751,1.405811368,10,20,-0.364077472,-0.454667968,TRUE,1,0,0,0,0,70,0,1,62.5,1,0,0
"5026","03038","New Hampshire",1209,"New Hampshire",3038,2,8,NA,NA,NA,NA,NA,NA,NA,1,2,7,5,3,3,3,3,1,3,NA,3,64,NA,NA,NA,2,NA,1,4,4,3,4,3,4,3,3,4,3,4,4,2,2,1,105,491,8,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,0.727147637,NA,NA,-0.850258229,-0.801451504,TRUE,0,1,0,0,0,59.5,1,0,62.5,1,0,0
"5027","04473","Maine",802,"Maine",4473,2,7,NA,NA,NA,NA,NA,NA,NA,1,3,10,5,5,4,3,4,1,1,1,NA,21,2,1,NA,NA,NA,NA,3,3,3,4,4,3,3,4,3,2,3,3,3,6,1,65,491,7,NA,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,NA,NA,NA,0.387815771,NA,NA,-0.850258229,-0.801451504,TRUE,1,0,0,0,0,21,0,1,17.5,1,0,0
"5028","04072","Maine",1220,"Maine",4072,2,1,NA,NA,NA,NA,NA,NA,NA,3,1,5,1,1,1,1,7,2,5,3,NA,12,1,2,NA,NA,NA,NA,4,4,3,4,2,1,3,2,4,4,2,2,2,1,1,265,714,1,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,-1.648175423,NA,NA,-0.850258229,-0.801451504,TRUE,0,1,0,0,0,49.5,0,1,175,0,0,1
"5029","05403","Vermont",393,"Vermont",5403,1,NA,"3 6",NA,"3 5",NA,7,2,5,1,2,7,2,3,4,5,4,1,3,NA,1,65,NA,NA,NA,NA,2,1,2,2,3,3,2,2,3,2,4,4,4,2,3,6,1,25,491,5,9,0,3,3,0,0,1,0,0,1,0,2,0,0,1,0,1,0,0,0,2,9,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.329521125,0.973025196,0.647991961,-0.29084796,35,45,1.337555176,1.626033248,TRUE,1,0,0,0,1,39.5,0,1,62.5,1,0,0
"5030","03109","New Hampshire",784,"New Hampshire",3109,1,NA,"2 3",NA,"2 4",NA,6,2,8,1,3,9,6,7,6,6,2,1,1,1,NA,56,NA,NA,NA,NA,1,2,3,4,4,4,4,3,2,4,4,3,3,4,3,4,1,25,714,8,8,0,2,2,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,8,1,6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,-0.329521125,0.558250746,0.312987751,0.727147637,48,64,1.094464798,1.279249712,TRUE,1,0,0,0,0,39.5,1,1,200,1,0,0
"5031","97214","Oregon",850,"Oregon",97214,1,NA,"1",NA,"1 3",NA,3,3,8,1,3,9,6,4,3,4,1,1,1,NA,2,21,2,1,NA,NA,NA,NA,3,3,4,2,4,4,4,4,3,2,4,4,3,7,1,105,714,8,6,0,3,3,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,6,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0.470028933,-0.686072606,-0.357020669,0.727147637,24,48,0.608284041,0.238899104,TRUE,1,0,0,0,0,21,0,0,175,1,0,0
"5032","39565","Mississippi",573,"Mississippi",39565,1,NA,"2 5 6",NA,"2 3",NA,2,3,7,1,3,9,6,5,5,5,1,1,1,2,NA,51,2,NA,NA,NA,1,NA,4,4,4,4,4,4,4,4,4,3,4,4,4,2,1,125,640,7,5,0,1,1,0,1,0,0,1,1,0,3,0,1,1,0,0,0,0,0,2,5,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0.470028933,-1.100847057,-0.692024879,0.387815771,14,35,0.365193663,-0.107884432,TRUE,0,0,0,1,0,70,1,1,37.5,1,0,0
"5033","03809","New Hampshire",1171,"New Hampshire",3809,2,9,NA,NA,NA,NA,NA,NA,NA,1,3,9,6,2,2,5,1,1,2,1,NA,12,1,2,NA,NA,NA,NA,4,4,3,3,4,3,3,4,4,3,4,4,3,4,1,105,640,9,NA,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,1.066479503,NA,NA,-0.850258229,-0.801451504,FALSE,1,0,0,0,0,49.5,0,1,125,1,0,0
"5034","04945","Maine",2019,"Maine",4945,2,8,NA,NA,NA,NA,NA,NA,NA,1,3,10,6,6,6,7,1,1,1,NA,3,21,2,1,NA,NA,NA,NA,2,3,3,3,4,2,2,4,3,2,2,4,2,3,1,245,640,8,NA,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,NA,NA,NA,0.727147637,NA,NA,-0.850258229,-0.801451504,FALSE,0,1,0,0,0,39.5,0,1,37.5,1,0,0
"5035","04106","Maine",1712,"Maine",4106,1,NA,"5",NA,NA,NA,1,1,10,1,3,10,5,3,5,4,1,1,1,NA,1,61,2,NA,NA,NA,NA,1,3,4,3,2,4,3,2,4,3,3,3,4,3,2,1,245,491,10,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.129071183,-1.515621508,-1.69703751,1.405811368,10,20,-0.364077472,-0.454667968,TRUE,1,0,0,0,0,49.5,0,1,87.5,1,0,0
"5036","04043","Maine",833,"Maine",4043,1,NA,"3 5",NA,NA,NA,1,1,4,1,3,9,5,7,7,7,1,1,1,1,NA,42,NA,2,NA,1,NA,NA,1,4,3,4,4,2,3,4,3,1,4,3,1,6,1,265,491,4,2,0,3,3,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,-1.129071183,-1.515621508,-1.69703751,-0.630179826,4,8,-0.364077472,-0.454667968,TRUE,0,0,1,0,0,21,0,1,10,1,0,0
